id,area,dept_label,position,catalog_id,criticality,required_level
564,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük zəncirinin planlanması şöbəsinin müdiri,422,5,5
565,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük zəncirinin planlanması şöbəsinin müdiri,425,4,5
566,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük zəncirinin planlanması şöbəsinin müdiri,431,4,5
567,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük zəncirinin planlanması şöbəsinin müdiri,441,4,5
568,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük zəncirinin planlanması şöbəsinin müdiri,447,4,5
569,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük Zəncirinin İdarəedilməsi Departamentinin direktoru,422,5,5
570,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük Zəncirinin İdarəedilməsi Departamentinin direktoru,425,5,5
571,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük Zəncirinin İdarəedilməsi Departamentinin direktoru,431,5,5
572,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük Zəncirinin İdarəedilməsi Departamentinin direktoru,441,5,5
573,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Tədarük Zəncirinin İdarəedilməsi Departamentinin direktoru,447,5,5
574,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,İstehsalat və satışın planlaşdırılması üzrə menecer,422,4,4
575,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,İstehsalat və satışın planlaşdırılması üzrə menecer,425,4,4
576,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,İstehsalat və satışın planlaşdırılması üzrə menecer,431,4,4
577,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,İstehsalat və satışın planlaşdırılması üzrə menecer,441,4,4
578,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,İstehsalat və satışın planlaşdırılması üzrə menecer,447,4,4
579,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Satınalma üzrə mütəxəssis,422,3,4
580,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Satınalma üzrə mütəxəssis,425,3,4
581,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Satınalma üzrə mütəxəssis,431,3,4
582,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Satınalma üzrə mütəxəssis,441,3,4
583,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Satınalma üzrə mütəxəssis,447,3,4
584,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Gömrük işləri üzrə mütəxəssis,422,3,4
585,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Gömrük işləri üzrə mütəxəssis,425,3,4
586,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Gömrük işləri üzrə mütəxəssis,431,3,4
587,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Gömrük işləri üzrə mütəxəssis,441,3,4
588,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Gömrük işləri üzrə mütəxəssis,447,3,4
589,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları bölməsinin rəhbəri,422,3,4
590,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları bölməsinin rəhbəri,425,3,4
591,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları bölməsinin rəhbəri,431,3,4
592,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları bölməsinin rəhbəri,441,3,4
593,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları bölməsinin rəhbəri,447,3,4
594,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları üzrə mütəxəssis,422,3,4
595,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları üzrə mütəxəssis,425,3,4
596,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları üzrə mütəxəssis,431,3,4
597,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları üzrə mütəxəssis,441,3,4
598,SCM,Tədarük Zəncirinin İdarəedilməsi Departamenti,Nəqliyyat və gömrük əməliyyatları üzrə mütəxəssis,447,3,4
599,FIN,Maliyyə departamenti,Maliyyə direktoru,1,5,5
600,FIN,Maliyyə departamenti,Maliyyə direktoru,2,5,5
601,FIN,Maliyyə departamenti,Maliyyə direktoru,3,5,5
602,FIN,Maliyyə departamenti,Maliyyə direktoru,4,5,5
603,FIN,Maliyyə departamenti,Maliyyə direktoru,5,5,5
604,FIN,Maliyyə departamenti,Maliyyə direktoru,6,5,5
605,FIN,Maliyyə departamenti,Maliyyə direktoru,8,5,5
606,FIN,Maliyyə departamenti,Maliyyə direktoru,31,5,5
607,FIN,Maliyyə departamenti,Maliyyə direktoru,69,5,5
608,FIN,Maliyyə departamenti,Hesabatlıq şöbəsinin rəhbəri,44,5,5
609,FIN,Maliyyə departamenti,Hesabatlıq şöbəsinin rəhbəri,43,5,5
610,FIN,Maliyyə departamenti,Hesabatlıq şöbəsinin rəhbəri,32,5,5
611,FIN,Maliyyə departamenti,Hesabatlıq şöbəsinin rəhbəri,17,5,5
612,FIN,Maliyyə departamenti,Hesabatlıq şöbəsinin rəhbəri,25,5,5
613,FIN,Maliyyə departamenti,Baş mühasib,41,4,4
614,FIN,Maliyyə departamenti,Baş mühasib,42,4,4
615,FIN,Maliyyə departamenti,Baş mühasib,54,4,4
616,FIN,Maliyyə departamenti,Baş mühasib,60,4,4
617,FIN,Maliyyə departamenti,Baş mühasib,62,4,4
618,FIN,Maliyyə departamenti,Baş mühasib,63,4,4
619,FIN,Maliyyə departamenti,Aparıcı mühasib,41,4,4
620,FIN,Maliyyə departamenti,Aparıcı mühasib,42,4,4
621,FIN,Maliyyə departamenti,Aparıcı mühasib,54,4,4
622,FIN,Maliyyə departamenti,Aparıcı mühasib,60,4,4
623,FIN,Maliyyə departamenti,Aparıcı mühasib,62,4,4
624,FIN,Maliyyə departamenti,Aparıcı mühasib,63,4,4
625,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,41,3,4
626,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,42,3,4
627,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,54,3,4
628,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,60,3,4
629,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,62,3,4
630,FIN,Maliyyə departamenti,Vergi üzrə aparıcı mühasib,63,3,4
631,FIN,Maliyyə departamenti,Mühasib,41,3,3
632,FIN,Maliyyə departamenti,Mühasib,42,3,3
633,FIN,Maliyyə departamenti,Mühasib,54,3,3
634,FIN,Maliyyə departamenti,Mühasib,60,3,3
635,FIN,Maliyyə departamenti,Mühasib,62,3,3
636,FIN,Maliyyə departamenti,Mühasib,63,3,3
637,FIN,Maliyyə departamenti,Kiçik mühasib,41,3,3
638,FIN,Maliyyə departamenti,Kiçik mühasib,42,3,3
639,FIN,Maliyyə departamenti,Kiçik mühasib,54,3,3
640,FIN,Maliyyə departamenti,Kiçik mühasib,60,3,3
641,FIN,Maliyyə departamenti,Kiçik mühasib,62,3,3
642,FIN,Maliyyə departamenti,Kiçik mühasib,63,3,3
643,FIN,Maliyyə departamenti,Xəzinədar,41,3,3
644,FIN,Maliyyə departamenti,Xəzinədar,42,3,3
645,FIN,Maliyyə departamenti,Xəzinədar,54,3,3
646,FIN,Maliyyə departamenti,Xəzinədar,60,3,3
647,FIN,Maliyyə departamenti,Xəzinədar,62,3,3
648,FIN,Maliyyə departamenti,Xəzinədar,63,3,3
649,FIN,Maliyyə departamenti,Baş xəzinadar,41,3,3
650,FIN,Maliyyə departamenti,Baş xəzinadar,42,3,3
651,FIN,Maliyyə departamenti,Baş xəzinadar,54,3,3
652,FIN,Maliyyə departamenti,Baş xəzinadar,60,3,3
653,FIN,Maliyyə departamenti,Baş xəzinadar,62,3,3
654,FIN,Maliyyə departamenti,Baş xəzinadar,63,3,3
655,FIN,Maliyyə departamenti,Vergi üzrə menecer,41,3,3
656,FIN,Maliyyə departamenti,Vergi üzrə menecer,42,3,3
657,FIN,Maliyyə departamenti,Vergi üzrə menecer,54,3,3
658,FIN,Maliyyə departamenti,Vergi üzrə menecer,60,3,3
659,FIN,Maliyyə departamenti,Vergi üzrə menecer,62,3,3
660,FIN,Maliyyə departamenti,Vergi üzrə menecer,63,3,3
661,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,41,3,3
662,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,42,3,3
663,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,54,3,3
664,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,60,3,3
665,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,62,3,3
666,FIN,Maliyyə departamenti,Xərclərə nəzarət üzrə baş mütəxəssis,63,3,3
667,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,41,3,3
668,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,42,3,3
669,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,54,3,3
670,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,60,3,3
671,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,62,3,3
672,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə aparıcı mütəxəssis,63,3,3
673,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,41,3,3
674,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,42,3,3
675,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,54,3,3
676,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,60,3,3
677,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,62,3,3
678,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə menecer,63,3,3
679,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,41,3,3
680,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,42,3,3
681,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,54,3,3
682,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,60,3,3
683,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,62,3,3
684,FIN,Maliyyə departamenti,Büdcə və hesabatlıq üzrə mütəxəssis,63,3,3
